time, s;kernel_delta_c, m3.kg-1
19625;7.8115634E-05
19650;7.8433927E-05
19675;7.8751649E-05
19700;7.9068805E-05
19725;7.9385394E-05
19750;7.9701414E-05
19775;8.0016869E-05
19800;8.0331763E-05
19825;8.0646090E-05
19850;8.0959858E-05
19875;8.1273066E-05
19900;8.1585710E-05
19925;8.1897794E-05
19950;8.2209325E-05
19975;8.2520295E-05
20000;8.2830711E-05
20025;8.3140572E-05
20050;8.3449877E-05
20075;8.3758627E-05
20100;8.4066827E-05
20125;8.4374479E-05
20150;8.4681575E-05
20175;8.4988125E-05
20200;8.5294127E-05
20225;8.5599581E-05
20250;8.5904490E-05
20275;8.6208851E-05
20300;8.6512669E-05
20325;8.6815946E-05
20350;8.7118677E-05
20375;8.7420870E-05
20400;8.7722520E-05
20425;8.8023629E-05
20450;8.8324206E-05
20475;8.8624237E-05
20500;8.8923739E-05
20525;8.9222701E-05
20550;8.9521130E-05
20575;8.9819024E-05
20600;9.0116383E-05
20625;9.0413216E-05
20650;9.0709517E-05
20675;9.1005284E-05
20700;9.1300523E-05
20725;9.1595240E-05
20750;9.1889423E-05
20775;9.2183082E-05
20800;9.2476215E-05
20825;9.2768827E-05
20850;9.3060915E-05
20875;9.3352480E-05
20900;9.3643522E-05
20925;9.3934046E-05
20950;9.4224049E-05
20975;9.4513534E-05
21000;9.4802498E-05
21025;9.5090950E-05
21050;9.5378882E-05
21075;9.5666304E-05
21100;9.5953209E-05
21125;9.6239599E-05
21150;9.6525482E-05
21175;9.6810850E-05
21200;9.7095709E-05
21225;9.7380060E-05
21250;9.7663898E-05
21275;9.7947232E-05
21300;9.8230060E-05
21325;9.8512381E-05
21350;9.8794195E-05
21375;9.9075507E-05
21400;9.9356321E-05
21425;9.9636625E-05
21450;9.9916432E-05
21475;1.0019574E-04
21500;1.0047454E-04
21525;1.0075285E-04
21550;1.0103066E-04
21575;1.0130797E-04
21600;1.0158479E-04
21625;1.0186111E-04
21650;1.0213694E-04
21675;1.0241227E-04
21700;1.0268711E-04
21725;1.0296146E-04
21750;1.0323532E-04
21775;1.0350870E-04
21800;1.0378158E-04
21825;1.0405397E-04
21850;1.0432588E-04
21875;1.0459730E-04
21900;1.0486823E-04
21925;1.0513869E-04
21950;1.0540865E-04
21975;1.0567814E-04
22000;1.0594714E-04
22025;1.0621566E-04
22050;1.0648370E-04
22075;1.0675126E-04
22100;1.0701835E-04
22125;1.0728495E-04
22150;1.0755108E-04
22175;1.0781674E-04
22200;1.0808191E-04
22225;1.0834662E-04
22250;1.0861085E-04
22275;1.0887461E-04
22300;1.0913790E-04
22325;1.0940071E-04
22350;1.0966306E-04
22375;1.0992493E-04
22400;1.1018634E-04
22425;1.1044728E-04
22450;1.1070776E-04
22475;1.1096777E-04
22500;1.1122731E-04
22525;1.1148639E-04
22550;1.1174501E-04
22575;1.1200316E-04
22600;1.1226085E-04
22625;1.1251808E-04
22650;1.1277486E-04
22675;1.1303117E-04
22700;1.1328703E-04
22725;1.1354242E-04
22750;1.1379736E-04
22775;1.1405185E-04
22800;1.1430588E-04
22825;1.1455945E-04
22850;1.1481257E-04
22875;1.1506524E-04
22900;1.1531746E-04
22925;1.1556923E-04
22950;1.1582054E-04
22975;1.1607141E-04
23000;1.1632183E-04
23025;1.1657180E-04
23050;1.1682132E-04
23075;1.1707040E-04
23100;1.1731903E-04
23125;1.1756722E-04
23150;1.1781496E-04
23175;1.1806226E-04
23200;1.1830912E-04
23225;1.1855554E-04
23250;1.1880152E-04
23275;1.1904705E-04
23300;1.1929215E-04
23325;1.1953681E-04
23350;1.1978103E-04
23375;1.2002482E-04
23400;1.2026817E-04
23425;1.2051108E-04
23450;1.2075356E-04
23475;1.2099561E-04
23500;1.2123722E-04
23525;1.2147840E-04
23550;1.2171915E-04
23575;1.2195948E-04
23600;1.2219936E-04
23625;1.2243883E-04
23650;1.2267786E-04
23675;1.2291646E-04
23700;1.2315465E-04
23725;1.2339240E-04
23750;1.2362973E-04
23775;1.2386663E-04
23800;1.2410311E-04
23825;1.2433917E-04
23850;1.2457480E-04
23875;1.2481002E-04
23900;1.2504481E-04
23925;1.2527919E-04
23950;1.2551314E-04
23975;1.2574668E-04
24000;1.2597979E-04
24025;1.2621250E-04
24050;1.2644478E-04
24075;1.2667666E-04
24100;1.2690811E-04
24125;1.2713915E-04
24150;1.2736978E-04
24175;1.2760000E-04
24200;1.2782980E-04
24225;1.2805920E-04
24250;1.2828818E-04
24275;1.2851676E-04
24300;1.2874492E-04
24325;1.2897268E-04
24350;1.2920003E-04
24375;1.2942698E-04
24400;1.2965352E-04
24425;1.2987965E-04
24450;1.3010538E-04
24475;1.3033070E-04
24500;1.3055563E-04
24525;1.3078015E-04
24550;1.3100427E-04
24575;1.3122798E-04
24600;1.3145130E-04
24625;1.3167422E-04
24650;1.3189674E-04
24675;1.3211887E-04
24700;1.3234059E-04
24725;1.3256192E-04
24750;1.3278286E-04
24775;1.3300339E-04
24800;1.3322354E-04
24825;1.3344329E-04
24850;1.3366264E-04
24875;1.3388161E-04
24900;1.3410018E-04
24925;1.3431837E-04
24950;1.3453616E-04
24975;1.3475356E-04
25000;1.3497058E-04
25025;1.3518720E-04
25050;1.3540345E-04
25075;1.3561930E-04
25100;1.3583476E-04
25125;1.3604985E-04
25150;1.3626454E-04
25175;1.3647886E-04
25200;1.3669279E-04
25225;1.3690633E-04
25250;1.3711950E-04
25275;1.3733229E-04
25300;1.3754469E-04
25325;1.3775672E-04
25350;1.3796836E-04
25375;1.3817963E-04
25400;1.3839052E-04
25425;1.3860103E-04
25450;1.3881117E-04
25475;1.3902092E-04
25500;1.3923031E-04
25525;1.3943932E-04
25550;1.3964796E-04
25575;1.3985622E-04
25600;1.4006412E-04
25625;1.4027163E-04
25650;1.4047878E-04
25675;1.4068556E-04
25700;1.4089197E-04
25725;1.4109801E-04
25750;1.4130368E-04
25775;1.4150899E-04
25800;1.4171392E-04
25825;1.4191849E-04
25850;1.4212270E-04
25875;1.4232654E-04
25900;1.4253001E-04
25925;1.4273312E-04
25950;1.4293587E-04
25975;1.4313826E-04
26000;1.4334028E-04
26025;1.4354194E-04
26050;1.4374324E-04
26075;1.4394419E-04
26100;1.4414477E-04
26125;1.4434499E-04
26150;1.4454486E-04
26175;1.4474437E-04
26200;1.4494352E-04
26225;1.4514232E-04
26250;1.4534076E-04
26275;1.4553884E-04
26300;1.4573657E-04
26325;1.4593395E-04
26350;1.4613098E-04
26375;1.4632765E-04
26400;1.4652397E-04
26425;1.4671994E-04
26450;1.4691556E-04
26475;1.4711083E-04
26500;1.4730576E-04
26525;1.4750033E-04
26550;1.4769455E-04
26575;1.4788843E-04
26600;1.4808196E-04
26625;1.4827514E-04
26650;1.4846799E-04
26675;1.4866048E-04
26700;1.4885263E-04
26725;1.4904444E-04
26750;1.4923590E-04
26775;1.4942702E-04
26800;1.4961780E-04
26825;1.4980824E-04
26850;1.4999834E-04
26875;1.5018810E-04
26900;1.5037752E-04
26925;1.5056660E-04
26950;1.5075534E-04
26975;1.5094375E-04
27000;1.5113181E-04
27025;1.5131955E-04
27050;1.5150694E-04
27075;1.5169400E-04
27100;1.5188073E-04
27125;1.5206713E-04
27150;1.5225318E-04
27175;1.5243891E-04
27200;1.5262431E-04
27225;1.5280937E-04
27250;1.5299410E-04
27275;1.5317851E-04
27300;1.5336258E-04
27325;1.5354632E-04
27350;1.5372974E-04
27375;1.5391283E-04
27400;1.5409559E-04
27425;1.5427802E-04
27450;1.5446012E-04
27475;1.5464191E-04
27500;1.5482336E-04
27525;1.5500449E-04
27550;1.5518530E-04
27575;1.5536579E-04
27600;1.5554595E-04
27625;1.5572579E-04
27650;1.5590531E-04
27675;1.5608450E-04
27700;1.5626338E-04
27725;1.5644194E-04
27750;1.5662018E-04
27775;1.5679810E-04
27800;1.5697570E-04
27825;1.5715298E-04
27850;1.5732995E-04
27875;1.5750660E-04
27900;1.5768293E-04
27925;1.5785896E-04
