time, s;kernel_delta_c, m3.kg-1
3775;-1.5787504E-03
3800;-1.5760794E-03
3825;-1.5734027E-03
3850;-1.5707206E-03
3875;-1.5680333E-03
3900;-1.5653411E-03
3925;-1.5626443E-03
3950;-1.5599431E-03
3975;-1.5572379E-03
4000;-1.5545288E-03
4025;-1.5518160E-03
4050;-1.5490999E-03
4075;-1.5463806E-03
4100;-1.5436584E-03
4125;-1.5409334E-03
4150;-1.5382060E-03
4175;-1.5354762E-03
4200;-1.5327442E-03
4225;-1.5300104E-03
4250;-1.5272747E-03
4275;-1.5245375E-03
4300;-1.5217989E-03
4325;-1.5190590E-03
4350;-1.5163181E-03
4375;-1.5135763E-03
4400;-1.5108337E-03
4425;-1.5080905E-03
4450;-1.5053468E-03
4475;-1.5026028E-03
4500;-1.4998586E-03
4525;-1.4971144E-03
4550;-1.4943702E-03
4575;-1.4916263E-03
4600;-1.4888827E-03
4625;-1.4861395E-03
4650;-1.4833969E-03
4675;-1.4806549E-03
4700;-1.4779137E-03
4725;-1.4751734E-03
4750;-1.4724341E-03
4775;-1.4696959E-03
4800;-1.4669589E-03
4825;-1.4642231E-03
4850;-1.4614887E-03
4875;-1.4587558E-03
4900;-1.4560244E-03
4925;-1.4532946E-03
4950;-1.4505665E-03
4975;-1.4478402E-03
5000;-1.4451157E-03
5025;-1.4423932E-03
5050;-1.4396727E-03
5075;-1.4369542E-03
5100;-1.4342379E-03
5125;-1.4315238E-03
5150;-1.4288119E-03
5175;-1.4261024E-03
5200;-1.4233952E-03
5225;-1.4206905E-03
5250;-1.4179882E-03
5275;-1.4152886E-03
5300;-1.4125915E-03
5325;-1.4098970E-03
5350;-1.4072053E-03
5375;-1.4045163E-03
5400;-1.4018301E-03
5425;-1.3991467E-03
5450;-1.3964662E-03
5475;-1.3937887E-03
5500;-1.3911141E-03
5525;-1.3884424E-03
5550;-1.3857739E-03
5575;-1.3831084E-03
5600;-1.3804460E-03
5625;-1.3777867E-03
5650;-1.3751306E-03
5675;-1.3724777E-03
5700;-1.3698281E-03
5725;-1.3671817E-03
5750;-1.3645386E-03
5775;-1.3618989E-03
5800;-1.3592625E-03
5825;-1.3566294E-03
5850;-1.3539998E-03
5875;-1.3513735E-03
5900;-1.3487508E-03
5925;-1.3461315E-03
5950;-1.3435156E-03
5975;-1.3409033E-03
6000;-1.3382945E-03
6025;-1.3356893E-03
6050;-1.3330876E-03
6075;-1.3304895E-03
6100;-1.3278951E-03
6125;-1.3253042E-03
6150;-1.3227169E-03
6175;-1.3201334E-03
6200;-1.3175534E-03
6225;-1.3149772E-03
6250;-1.3124046E-03
6275;-1.3098357E-03
6300;-1.3072706E-03
6325;-1.3047092E-03
6350;-1.3021515E-03
6375;-1.2995976E-03
6400;-1.2970474E-03
6425;-1.2945010E-03
6450;-1.2919583E-03
6475;-1.2894195E-03
6500;-1.2868844E-03
6525;-1.2843531E-03
6550;-1.2818257E-03
6575;-1.2793021E-03
6600;-1.2767822E-03
6625;-1.2742662E-03
6650;-1.2717541E-03
6675;-1.2692458E-03
6700;-1.2667413E-03
6725;-1.2642407E-03
6750;-1.2617439E-03
6775;-1.2592510E-03
6800;-1.2567620E-03
6825;-1.2542768E-03
6850;-1.2517955E-03
6875;-1.2493180E-03
6900;-1.2468445E-03
6925;-1.2443748E-03
6950;-1.2419090E-03
6975;-1.2394470E-03
7000;-1.2369890E-03
7025;-1.2345348E-03
7050;-1.2320846E-03
7075;-1.2296382E-03
7100;-1.2271957E-03
7125;-1.2247570E-03
7150;-1.2223223E-03
7175;-1.2198915E-03
7200;-1.2174645E-03
7225;-1.2150415E-03
7250;-1.2126223E-03
7275;-1.2102070E-03
7300;-1.2077956E-03
7325;-1.2053881E-03
7350;-1.2029845E-03
7375;-1.2005848E-03
7400;-1.1981889E-03
7425;-1.1957969E-03
7450;-1.1934089E-03
7475;-1.1910246E-03
7500;-1.1886443E-03
7525;-1.1862678E-03
7550;-1.1838952E-03
7575;-1.1815265E-03
7600;-1.1791616E-03
7625;-1.1768006E-03
7650;-1.1744435E-03
7675;-1.1720902E-03
7700;-1.1697408E-03
7725;-1.1673952E-03
7750;-1.1650535E-03
7775;-1.1627157E-03
7800;-1.1603816E-03
7825;-1.1580514E-03
7850;-1.1557251E-03
7875;-1.1534026E-03
7900;-1.1510839E-03
7925;-1.1487690E-03
7950;-1.1464580E-03
7975;-1.1441508E-03
8000;-1.1418474E-03
8025;-1.1395478E-03
8050;-1.1372520E-03
8075;-1.1349600E-03
8100;-1.1326718E-03
8125;-1.1303874E-03
8150;-1.1281068E-03
8175;-1.1258300E-03
8200;-1.1235570E-03
8225;-1.1212877E-03
8250;-1.1190222E-03
8275;-1.1167605E-03
8300;-1.1145025E-03
8325;-1.1122483E-03
8350;-1.1099979E-03
8375;-1.1077512E-03
8400;-1.1055082E-03
8425;-1.1032690E-03
8450;-1.1010335E-03
8475;-1.0988018E-03
8500;-1.0965738E-03
8525;-1.0943495E-03
8550;-1.0921289E-03
8575;-1.0899120E-03
8600;-1.0876988E-03
8625;-1.0854893E-03
8650;-1.0832835E-03
8675;-1.0810814E-03
8700;-1.0788830E-03
8725;-1.0766883E-03
8750;-1.0744972E-03
8775;-1.0723098E-03
8800;-1.0701261E-03
8825;-1.0679460E-03
8850;-1.0657696E-03
8875;-1.0635968E-03
8900;-1.0614277E-03
8925;-1.0592622E-03
8950;-1.0571003E-03
8975;-1.0549421E-03
9000;-1.0527875E-03
9025;-1.0506365E-03
9050;-1.0484891E-03
9075;-1.0463453E-03
9100;-1.0442051E-03
9125;-1.0420685E-03
9150;-1.0399355E-03
9175;-1.0378060E-03
9200;-1.0356802E-03
9225;-1.0335579E-03
9250;-1.0314392E-03
9275;-1.0293240E-03
9300;-1.0272124E-03
9325;-1.0251043E-03
9350;-1.0229998E-03
9375;-1.0208988E-03
9400;-1.0188014E-03
9425;-1.0167074E-03
9450;-1.0146170E-03
9475;-1.0125301E-03
9500;-1.0104468E-03
9525;-1.0083669E-03
9550;-1.0062905E-03
9575;-1.0042176E-03
9600;-1.0021482E-03
9625;-1.0000823E-03
9650;-9.9801984E-04
9675;-9.9596087E-04
9700;-9.9390536E-04
9725;-9.9185330E-04
9750;-9.8980470E-04
9775;-9.8775955E-04
9800;-9.8571784E-04
9825;-9.8367956E-04
9850;-9.8164471E-04
9875;-9.7961329E-04
9900;-9.7758528E-04
9925;-9.7556070E-04
9950;-9.7353951E-04
9975;-9.7152173E-04
10000;-9.6950735E-04
10025;-9.6749635E-04
10050;-9.6548874E-04
10075;-9.6348452E-04
10100;-9.6148367E-04
10125;-9.5948618E-04
10150;-9.5749205E-04
10175;-9.5550129E-04
10200;-9.5351387E-04
10225;-9.5152980E-04
10250;-9.4954907E-04
10275;-9.4757168E-04
10300;-9.4559762E-04
10325;-9.4362688E-04
10350;-9.4165945E-04
10375;-9.3969535E-04
10400;-9.3773454E-04
10425;-9.3577704E-04
10450;-9.3382284E-04
10475;-9.3187192E-04
10500;-9.2992429E-04
10525;-9.2797994E-04
10550;-9.2603886E-04
10575;-9.2410105E-04
10600;-9.2216650E-04
10625;-9.2023522E-04
10650;-9.1830718E-04
10675;-9.1638238E-04
10700;-9.1446083E-04
10725;-9.1254252E-04
10750;-9.1062743E-04
10775;-9.0871557E-04
10800;-9.0680693E-04
10825;-9.0490149E-04
10850;-9.0299927E-04
10875;-9.0110026E-04
10900;-8.9920444E-04
10925;-8.9731180E-04
10950;-8.9542236E-04
10975;-8.9353610E-04
11000;-8.9165301E-04
11025;-8.8977309E-04
11050;-8.8789634E-04
11075;-8.8602274E-04
11100;-8.8415230E-04
11125;-8.8228501E-04
11150;-8.8042086E-04
11175;-8.7855985E-04
11200;-8.7670197E-04
11225;-8.7484722E-04
11250;-8.7299560E-04
11275;-8.7114708E-04
11300;-8.6930168E-04
11325;-8.6745939E-04
11350;-8.6562019E-04
11375;-8.6378409E-04
11400;-8.6195108E-04
11425;-8.6012116E-04
11450;-8.5829431E-04
11475;-8.5647054E-04
11500;-8.5464984E-04
11525;-8.5283220E-04
11550;-8.5101762E-04
11575;-8.4920610E-04
11600;-8.4739762E-04
11625;-8.4559219E-04
11650;-8.4378979E-04
11675;-8.4199043E-04
11700;-8.4019409E-04
11725;-8.3840077E-04
11750;-8.3661048E-04
11775;-8.3482319E-04
11800;-8.3303891E-04
11825;-8.3125763E-04
11850;-8.2947935E-04
11875;-8.2770406E-04
11900;-8.2593176E-04
11925;-8.2416244E-04
11950;-8.2239609E-04
11975;-8.2063272E-04
12000;-8.1887231E-04
12025;-8.1711486E-04
12050;-8.1536037E-04
12075;-8.1360883E-04
12100;-8.1186024E-04
12125;-8.1011458E-04
12150;-8.0837186E-04
12175;-8.0663208E-04
12200;-8.0489522E-04
12225;-8.0316128E-04
12250;-8.0143025E-04
12275;-7.9970214E-04
12300;-7.9797693E-04
12325;-7.9625462E-04
12350;-7.9453521E-04
12375;-7.9281869E-04
12400;-7.9110506E-04
12425;-7.8939430E-04
12450;-7.8768643E-04
12475;-7.8598142E-04
12500;-7.8427928E-04
12525;-7.8258000E-04
12550;-7.8088358E-04
12575;-7.7919001E-04
12600;-7.7749929E-04
12625;-7.7581141E-04
12650;-7.7412637E-04
12675;-7.7244416E-04
12700;-7.7076477E-04
12725;-7.6908821E-04
12750;-7.6741447E-04
12775;-7.6574355E-04
12800;-7.6407542E-04
12825;-7.6241010E-04
12850;-7.6074758E-04
12875;-7.5908786E-04
12900;-7.5743093E-04
12925;-7.5577677E-04
12950;-7.5412540E-04
12975;-7.5247681E-04
13000;-7.5083098E-04
13025;-7.4918792E-04
13050;-7.4754762E-04
13075;-7.4591008E-04
13100;-7.4427528E-04
13125;-7.4264324E-04
13150;-7.4101394E-04
13175;-7.3938737E-04
13200;-7.3776353E-04
13225;-7.3614243E-04
13250;-7.3452405E-04
13275;-7.3290839E-04
13300;-7.3129544E-04
13325;-7.2968520E-04
13350;-7.2807767E-04
13375;-7.2647283E-04
13400;-7.2487069E-04
13425;-7.2327125E-04
13450;-7.2167449E-04
13475;-7.2008041E-04
13500;-7.1848900E-04
13525;-7.1690028E-04
13550;-7.1531422E-04
13575;-7.1373082E-04
13600;-7.1215008E-04
13625;-7.1057201E-04
13650;-7.0899657E-04
13675;-7.0742379E-04
13700;-7.0585364E-04
13725;-7.0428613E-04
13750;-7.0272126E-04
13775;-7.0115901E-04
13800;-6.9959939E-04
13825;-6.9804238E-04
13850;-6.9648799E-04
13875;-6.9493621E-04
13900;-6.9338704E-04
13925;-6.9184046E-04
13950;-6.9029648E-04
13975;-6.8875510E-04
14000;-6.8721630E-04
14025;-6.8568008E-04
14050;-6.8414645E-04
14075;-6.8261539E-04
14100;-6.8108691E-04
14125;-6.7956098E-04
14150;-6.7803762E-04
14175;-6.7651682E-04
14200;-6.7499856E-04
14225;-6.7348286E-04
14250;-6.7196970E-04
14275;-6.7045908E-04
14300;-6.6895100E-04
14325;-6.6744545E-04
14350;-6.6594243E-04
14375;-6.6444193E-04
14400;-6.6294394E-04
14425;-6.6144847E-04
14450;-6.5995551E-04
14475;-6.5846506E-04
14500;-6.5697711E-04
14525;-6.5549165E-04
14550;-6.5400870E-04
14575;-6.5252822E-04
14600;-6.5105024E-04
14625;-6.4957473E-04
14650;-6.4810170E-04
14675;-6.4663114E-04
14700;-6.4516305E-04
14725;-6.4369742E-04
14750;-6.4223425E-04
14775;-6.4077354E-04
14800;-6.3931528E-04
14825;-6.3785946E-04
14850;-6.3640609E-04
14875;-6.3495516E-04
14900;-6.3350666E-04
14925;-6.3206059E-04
14950;-6.3061695E-04
14975;-6.2917573E-04
15000;-6.2773693E-04
15025;-6.2630054E-04
15050;-6.2486656E-04
15075;-6.2343499E-04
15100;-6.2200582E-04
15125;-6.2057905E-04
15150;-6.1915467E-04
15175;-6.1773268E-04
15200;-6.1631308E-04
15225;-6.1489585E-04
15250;-6.1348101E-04
15275;-6.1206854E-04
15300;-6.1065844E-04
15325;-6.0925070E-04
15350;-6.0784533E-04
15375;-6.0644231E-04
15400;-6.0504165E-04
15425;-6.0364334E-04
15450;-6.0224737E-04
15475;-6.0085374E-04
15500;-5.9946245E-04
15525;-5.9807350E-04
15550;-5.9668687E-04
15575;-5.9530257E-04
15600;-5.9392060E-04
15625;-5.9254093E-04
15650;-5.9116359E-04
15675;-5.8978855E-04
15700;-5.8841582E-04
15725;-5.8704540E-04
15750;-5.8567726E-04
15775;-5.8431143E-04
15800;-5.8294789E-04
15825;-5.8158663E-04
15850;-5.8022766E-04
15875;-5.7887096E-04
15900;-5.7751654E-04
15925;-5.7616439E-04
15950;-5.7481452E-04
15975;-5.7346690E-04
16000;-5.7212154E-04
16025;-5.7077844E-04
16050;-5.6943759E-04
16075;-5.6809899E-04
16100;-5.6676264E-04
16125;-5.6542852E-04
16150;-5.6409665E-04
16175;-5.6276700E-04
16200;-5.6143959E-04
16225;-5.6011440E-04
16250;-5.5879143E-04
16275;-5.5747069E-04
16300;-5.5615216E-04
16325;-5.5483583E-04
16350;-5.5352171E-04
16375;-5.5220980E-04
16400;-5.5090009E-04
16425;-5.4959257E-04
16450;-5.4828725E-04
16475;-5.4698411E-04
16500;-5.4568317E-04
16525;-5.4438440E-04
16550;-5.4308780E-04
16575;-5.4179339E-04
16600;-5.4050114E-04
16625;-5.3921106E-04
16650;-5.3792314E-04
16675;-5.3663738E-04
16700;-5.3535378E-04
16725;-5.3407232E-04
16750;-5.3279302E-04
16775;-5.3151586E-04
16800;-5.3024085E-04
16825;-5.2896797E-04
16850;-5.2769722E-04
16875;-5.2642860E-04
16900;-5.2516211E-04
16925;-5.2389775E-04
16950;-5.2263550E-04
16975;-5.2137538E-04
17000;-5.2011736E-04
17025;-5.1886145E-04
17050;-5.1760765E-04
17075;-5.1635594E-04
17100;-5.1510634E-04
17125;-5.1385883E-04
17150;-5.1261341E-04
17175;-5.1137008E-04
17200;-5.1012883E-04
17225;-5.0888967E-04
17250;-5.0765258E-04
17275;-5.0641757E-04
17300;-5.0518462E-04
17325;-5.0395374E-04
17350;-5.0272493E-04
17375;-5.0149818E-04
17400;-5.0027348E-04
17425;-4.9905083E-04
17450;-4.9783024E-04
17475;-4.9661168E-04
17500;-4.9539518E-04
17525;-4.9418071E-04
17550;-4.9296827E-04
17575;-4.9175787E-04
17600;-4.9054950E-04
17625;-4.8934315E-04
17650;-4.8813882E-04
17675;-4.8693652E-04
17700;-4.8573623E-04
17725;-4.8453795E-04
17750;-4.8334167E-04
17775;-4.8214741E-04
17800;-4.8095514E-04
17825;-4.7976487E-04
17850;-4.7857660E-04
17875;-4.7739032E-04
17900;-4.7620602E-04
17925;-4.7502371E-04
17950;-4.7384339E-04
17975;-4.7266504E-04
18000;-4.7148867E-04
18025;-4.7031426E-04
18050;-4.6914183E-04
18075;-4.6797136E-04
18100;-4.6680285E-04
18125;-4.6563630E-04
18150;-4.6447171E-04
18175;-4.6330906E-04
18200;-4.6214837E-04
18225;-4.6098962E-04
18250;-4.5983281E-04
18275;-4.5867794E-04
18300;-4.5752501E-04
18325;-4.5637401E-04
18350;-4.5522494E-04
18375;-4.5407779E-04
18400;-4.5293256E-04
18425;-4.5178926E-04
18450;-4.5064787E-04
18475;-4.4950839E-04
18500;-4.4837082E-04
18525;-4.4723516E-04
18550;-4.4610140E-04
18575;-4.4496954E-04
18600;-4.4383958E-04
18625;-4.4271151E-04
18650;-4.4158533E-04
18675;-4.4046104E-04
18700;-4.3933863E-04
18725;-4.3821810E-04
18750;-4.3709946E-04
18775;-4.3598268E-04
18800;-4.3486778E-04
18825;-4.3375474E-04
18850;-4.3264357E-04
18875;-4.3153426E-04
18900;-4.3042682E-04
18925;-4.2932122E-04
18950;-4.2821748E-04
18975;-4.2711559E-04
19000;-4.2601554E-04
19025;-4.2491733E-04
19050;-4.2382097E-04
19075;-4.2272645E-04
19100;-4.2163376E-04
19125;-4.2054290E-04
19150;-4.1945387E-04
19175;-4.1836665E-04
19200;-4.1728127E-04
19225;-4.1619770E-04
19250;-4.1511595E-04
19275;-4.1403601E-04
19300;-4.1295788E-04
19325;-4.1188155E-04
19350;-4.1080703E-04
19375;-4.0973431E-04
19400;-4.0866339E-04
19425;-4.0759426E-04
19450;-4.0652692E-04
19475;-4.0546137E-04
19500;-4.0439761E-04
19525;-4.0333562E-04
19550;-4.0227542E-04
19575;-4.0121699E-04
19600;-4.0016034E-04
19625;-3.9910546E-04
19650;-3.9805234E-04
19675;-3.9700099E-04
19700;-3.9595140E-04
19725;-3.9490357E-04
19750;-3.9385749E-04
19775;-3.9281317E-04
19800;-3.9177060E-04
19825;-3.9072977E-04
19850;-3.8969069E-04
19875;-3.8865335E-04
19900;-3.8761774E-04
19925;-3.8658387E-04
19950;-3.8555174E-04
19975;-3.8452132E-04
20000;-3.8349264E-04
20025;-3.8246568E-04
20050;-3.8144045E-04
20075;-3.8041693E-04
20100;-3.7939512E-04
20125;-3.7837503E-04
20150;-3.7735664E-04
20175;-3.7633996E-04
20200;-3.7532499E-04
20225;-3.7431171E-04
20250;-3.7330014E-04
20275;-3.7229025E-04
20300;-3.7128206E-04
20325;-3.7027556E-04
20350;-3.6927074E-04
20375;-3.6826761E-04
20400;-3.6726616E-04
20425;-3.6626638E-04
20450;-3.6526828E-04
20475;-3.6427185E-04
20500;-3.6327709E-04
20525;-3.6228400E-04
20550;-3.6129257E-04
20575;-3.6030281E-04
20600;-3.5931470E-04
20625;-3.5832824E-04
20650;-3.5734344E-04
20675;-3.5636029E-04
20700;-3.5537878E-04
20725;-3.5439892E-04
20750;-3.5342070E-04
20775;-3.5244412E-04
20800;-3.5146918E-04
20825;-3.5049587E-04
20850;-3.4952419E-04
20875;-3.4855414E-04
20900;-3.4758571E-04
20925;-3.4661890E-04
20950;-3.4565372E-04
20975;-3.4469015E-04
21000;-3.4372819E-04
21025;-3.4276785E-04
21050;-3.4180911E-04
21075;-3.4085198E-04
21100;-3.3989646E-04
21125;-3.3894253E-04
21150;-3.3799020E-04
21175;-3.3703947E-04
21200;-3.3609033E-04
21225;-3.3514278E-04
21250;-3.3419682E-04
21275;-3.3325244E-04
21300;-3.3230964E-04
21325;-3.3136843E-04
21350;-3.3042879E-04
21375;-3.2949072E-04
21400;-3.2855423E-04
21425;-3.2761930E-04
21450;-3.2668594E-04
21475;-3.2575415E-04
21500;-3.2482391E-04
21525;-3.2389523E-04
21550;-3.2296812E-04
21575;-3.2204254E-04
21600;-3.2111853E-04
21625;-3.2019606E-04
21650;-3.1927513E-04
21675;-3.1835575E-04
21700;-3.1743791E-04
21725;-3.1652160E-04
21750;-3.1560683E-04
21775;-3.1469359E-04
21800;-3.1378188E-04
21825;-3.1287171E-04
21850;-3.1196305E-04
21875;-3.1105591E-04
21900;-3.1015030E-04
21925;-3.0924620E-04
21950;-3.0834362E-04
21975;-3.0744255E-04
22000;-3.0654298E-04
22025;-3.0564493E-04
22050;-3.0474838E-04
22075;-3.0385333E-04
22100;-3.0295978E-04
22125;-3.0206772E-04
22150;-3.0117716E-04
22175;-3.0028809E-04
22200;-2.9940052E-04
22225;-2.9851443E-04
22250;-2.9762982E-04
22275;-2.9674669E-04
22300;-2.9586505E-04
22325;-2.9498488E-04
22350;-2.9410618E-04
22375;-2.9322896E-04
22400;-2.9235320E-04
22425;-2.9147892E-04
22450;-2.9060609E-04
22475;-2.8973473E-04
22500;-2.8886483E-04
22525;-2.8799638E-04
22550;-2.8712939E-04
22575;-2.8626386E-04
22600;-2.8539977E-04
22625;-2.8453713E-04
22650;-2.8367593E-04
22675;-2.8281618E-04
22700;-2.8195787E-04
22725;-2.8110099E-04
22750;-2.8024555E-04
22775;-2.7939154E-04
22800;-2.7853897E-04
22825;-2.7768782E-04
22850;-2.7683809E-04
22875;-2.7598979E-04
22900;-2.7514292E-04
22925;-2.7429746E-04
22950;-2.7345341E-04
22975;-2.7261078E-04
23000;-2.7176956E-04
23025;-2.7092975E-04
23050;-2.7009134E-04
23075;-2.6925434E-04
23100;-2.6841875E-04
23125;-2.6758455E-04
23150;-2.6675175E-04
23175;-2.6592034E-04
23200;-2.6509033E-04
23225;-2.6426171E-04
23250;-2.6343447E-04
23275;-2.6260862E-04
23300;-2.6178415E-04
23325;-2.6096107E-04
23350;-2.6013936E-04
23375;-2.5931903E-04
23400;-2.5850007E-04
23425;-2.5768249E-04
23450;-2.5686627E-04
23475;-2.5605142E-04
23500;-2.5523794E-04
23525;-2.5442582E-04
23550;-2.5361506E-04
23575;-2.5280565E-04
23600;-2.5199761E-04
23625;-2.5119091E-04
23650;-2.5038557E-04
23675;-2.4958157E-04
23700;-2.4877893E-04
23725;-2.4797762E-04
23750;-2.4717766E-04
23775;-2.4637904E-04
23800;-2.4558176E-04
23825;-2.4478581E-04
23850;-2.4399119E-04
23875;-2.4319791E-04
23900;-2.4240595E-04
23925;-2.4161533E-04
23950;-2.4082602E-04
23975;-2.4003804E-04
24000;-2.3925138E-04
24025;-2.3846603E-04
24050;-2.3768200E-04
24075;-2.3689928E-04
24100;-2.3611788E-04
24125;-2.3533778E-04
24150;-2.3455899E-04
24175;-2.3378150E-04
24200;-2.3300532E-04
24225;-2.3223044E-04
24250;-2.3145685E-04
24275;-2.3068456E-04
24300;-2.2991356E-04
24325;-2.2914385E-04
24350;-2.2837544E-04
24375;-2.2760831E-04
24400;-2.2684246E-04
24425;-2.2607790E-04
24450;-2.2531462E-04
24475;-2.2455262E-04
24500;-2.2379189E-04
24525;-2.2303243E-04
24550;-2.2227425E-04
24575;-2.2151735E-04
24600;-2.2076170E-04
24625;-2.2000732E-04
24650;-2.1925421E-04
24675;-2.1850235E-04
24700;-2.1775176E-04
24725;-2.1700243E-04
24750;-2.1625435E-04
24775;-2.1550751E-04
24800;-2.1476194E-04
24825;-2.1401761E-04
24850;-2.1327453E-04
24875;-2.1253269E-04
24900;-2.1179209E-04
24925;-2.1105274E-04
24950;-2.1031462E-04
24975;-2.0957774E-04
25000;-2.0884210E-04
25025;-2.0810768E-04
25050;-2.0737450E-04
25075;-2.0664254E-04
25100;-2.0591181E-04
25125;-2.0518230E-04
25150;-2.0445402E-04
25175;-2.0372695E-04
25200;-2.0300111E-04
25225;-2.0227648E-04
25250;-2.0155306E-04
25275;-2.0083085E-04
25300;-2.0010985E-04
25325;-1.9939007E-04
25350;-1.9867148E-04
25375;-1.9795410E-04
25400;-1.9723792E-04
25425;-1.9652294E-04
25450;-1.9580916E-04
25475;-1.9509658E-04
25500;-1.9438518E-04
25525;-1.9367498E-04
25550;-1.9296597E-04
25575;-1.9225814E-04
25600;-1.9155151E-04
25625;-1.9084605E-04
25650;-1.9014178E-04
25675;-1.8943868E-04
25700;-1.8873677E-04
25725;-1.8803602E-04
25750;-1.8733646E-04
25775;-1.8663806E-04
25800;-1.8594084E-04
25825;-1.8524478E-04
25850;-1.8454988E-04
25875;-1.8385615E-04
25900;-1.8316359E-04
25925;-1.8247218E-04
25950;-1.8178193E-04
25975;-1.8109284E-04
26000;-1.8040490E-04
26025;-1.7971811E-04
26050;-1.7903248E-04
26075;-1.7834799E-04
26100;-1.7766464E-04
26125;-1.7698245E-04
26150;-1.7630139E-04
26175;-1.7562148E-04
26200;-1.7494270E-04
26225;-1.7426506E-04
26250;-1.7358856E-04
26275;-1.7291319E-04
26300;-1.7223895E-04
26325;-1.7156584E-04
26350;-1.7089385E-04
26375;-1.7022300E-04
26400;-1.6955326E-04
26425;-1.6888465E-04
26450;-1.6821716E-04
26475;-1.6755078E-04
26500;-1.6688552E-04
26525;-1.6622138E-04
26550;-1.6555835E-04
26575;-1.6489642E-04
26600;-1.6423561E-04
26625;-1.6357590E-04
26650;-1.6291730E-04
26675;-1.6225980E-04
26700;-1.6160341E-04
26725;-1.6094811E-04
26750;-1.6029391E-04
26775;-1.5964080E-04
26800;-1.5898879E-04
26825;-1.5833787E-04
26850;-1.5768804E-04
26875;-1.5703930E-04
